Fecha,Small Grant or particularly relevant,Checked,Publicar en boletin,Publicar en DB Publica,Estatus,Days left,Nombre,Tipo,Gran area 1,Gran area 2,area 3,area 4,area 5,area 6,area 7,Link,Descripcion,nota,Restricciones para aplicar / Elegibilidad,Based on,Entidad otorgante,Scope geografico,Scope econo-politico,Scope temático,Destinatarios1,Destinatarios2,Destinatarios3,Destinatarios4,Duracion de los proyectos/ Periodo de financiación,Moneda original,Monto en moneda original,monto minimo (aprox en U$S),monto maximo (aprox en U$S),monto tipico/promedio otorgado (U$S),periodicidad,dead 1,dead 2,dead 3,dead 4,Fecha próximo deadline,Fecha Decision/Publicación de resultados,Aplicar mas de una vez,Aim,N
03-04-21,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Grants for NGOs in Latin America and Caribbean,Programs and projects,Human and Social Sciences,,,,,,,https://www.iaf.gov/apply-for-grant/,"The Inter-American Foundation (IAF) makes grants to non-governmental and community-based organizations in Latin America and the Caribbean to raise living conditions of disadvantaged populations, and to advance other social goals. The Foundation's grant-making interests include grassroots projects in agriculture; clean water and sanitation; community conservation; and local management of natural resources (forests, fisheries, etc.). Applicants may request grants in the range of US$25 thousand to US$400 thousand. Applications can be submitted in Spanish, Portuguese, English, French, or Haitian Creole.",,,USA,Inter-American Foundation,,,,,,,,,,,,,,,Ongoing,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,publicar,,#NAME?,0,"MATHEMATICS, STATISTICS AND COMPUTER SCIENCES",titulo,"Mathematics, Statistics and Computer Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?,,,,FALSE
4/15/2024,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Digital Campus Challenge 2023,Prizes and Awards,"Mathematics, Statistics and Computer Sciences",Public health data systems.,Strategic Capacity Building,,,,,https://bayer.agorize.com/en/challenges/dcc22/pages/themes#ancre1,"¿Está inscrito en el campo de STEM, Economía o Humanidades? Aproveche la oportunidad para hacerse notar: ¡Bayer puede ofrecer comprar su invento!",,,,,,,,,,,,,,,,,,,06-nov-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,UNESCO-Al Fozan International Prize for the Promotion of Young Scientists in STEM,Prizes and Awards,"Mathematics, Statistics and Computer Sciences",Agricultural and Biological Sciences,Engineering,Physics and Astronomy,,,,https://www.unesco.org/en/articles/call-applications-unesco-al-fozan-international-prize-promotion-young-scientists-science-technology,"Promoción de Jóvenes Científicos en Ciencia, Tecnología, Ingeniería y Matemáticas (STEM) para alentar a los jóvenes a emprender carreras científicas y hacer su trabajo más visible para la comunidad y la sociedad.",,,,,,,,,,,,,USD,,10000,100,,,15-nov-22,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,publicar,,#NAME?,0,MEDICINE AND HEALTH SCIENCES,titulo,Medicine and Health Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Eppley Foundation — Research in Biological and Physical Sciences,Programs and projects,Medicine and Health Sciences,Environmental sciences,Conservation,Agricultural and Biological Sciences,,,,https://eppleyfoundation.org/#apply,"financia proyectos en medicina, ciencias de la vida y ciencias físicas. Las áreas de interés incluyen investigaciones y aplicaciones médicas innovadoras; animales y ecosistemas en peligro de extinción; y el cambio climático. ",,,,,,,,,,,,,USD,,,25,,,15-Sep-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Ignacio H. de Larramendi Research Grants Program,Programs and projects,Medicine and Health Sciences,,,,,,,https://www.fundacionmapfre.org/en/awards-aids/ignacio-larramendi-research-grants/,Fundación MAPFRE solicita su Programa de Ayudas a la Investigación Ignacio H. de Larramendi para apoyar y promover la investigación para mejorar la calidad de vida de las personas que integran su sociedad.,,,,,,,,,,,,,USD,,10000,100,,,11-oct-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Wellcome Early-Career Awards,Prizes and Awards,Medicine and Health Sciences,,,,,,,https://wellcome.org/grant-funding/schemes/early-career-awards#how-to-apply-ebb4,proporcionar fondos para investigadores de carrera temprana de cualquier disciplina que estén listos para desarrollar su identidad de investigación.,,,,,,,,,,,,,USD,,100000,500,,,18-oct-22,,,,#NAME?,,,,FALSE
08-10-21,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,"Salud móvil: tecnología y resultados en países de ingresos bajos y medios (R21 / R33 - Ensayo clínico opcional) Departamento de Salud y Servicios Humanos Institutos Nacionales de Salud
",Programs and projects,Medicine and Health Sciences,"Mathematics, Statistics and Computer Sciences",,,,,,https://www.grants.gov/web/grants/view-opportunity.html?oppId=335113,"El propósito de este Anuncio de oportunidad de financiamiento (FOA) es fomentar aplicaciones de investigación exploratoria / de desarrollo que propongan estudiar el desarrollo, la validación, la viabilidad y la efectividad de intervenciones o herramientas innovadoras de salud móvil (mHealth) específicamente adecuadas para personas de ingresos bajos y medios. países (PIBM) que utilizan tecnología, plataformas, sistemas o análisis nuevos o emergentes",,,,,,,,,,,,,usd,,,100000,500000,,09-Dec-22,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Fit for Life Award – Nominate Now!,Prizes and Awards,Medicine and Health Sciences,,,,,,,https://www.fitforlife.foundation/awards-application,"¿Conoce alguna organización o iniciativa que aborde directamente el envejecimiento saludable de las personas mayores o de mediana edad? En caso afirmativo, solicite los premios Fit for Life.",,,,,,,,,,,,,USD,,100000,500,,,15-feb-23,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,publicar,,#NAME?,0,MISCELLANEOUS,titulo,Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?,,,,FALSE
03-04-21,TRUE,TRUE,publicar,publicar,Abierto,Abierto,Catalyst Fund,Programs and projects,Miscellaneous,All subjects,,,,,,https://roddenberryfoundation.org/our-work/catalyst-fund/,"The Catalyst Fund makes small grants for ideas that are early-stage, unconventional, and innovative. It favors bold ideas that depart from the status quo, and that look at a problem and its solution in a new light. There are no restrictions by theme or place (and may include the subjects of the Terra Viva Grants Directory). Proposals can take the form of cutting-edge products, experimental programs, new services, inventions, etc.","Eligibility for funding extends to anyone in the world, individuals and teams. Grants range from US$2,500 to US$15 thousand. The Fund accepts applications on a continuous basis with no deadlines.",,USA,Roddenberry Foundation,,,,,,,,,USD,,2500 USD,12000 USD,,year-round,Ongoing,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,publicar,,#NAME?,0,PHYSICS AND ASTRONOMY,titulo,Physics and Astronomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,publicar,,#NAME?,0,STRATEGIC CAPACITY BUILDING,titulo,Strategic Capacity Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,publicar,,#NAME?,0,SUSTAINABLE DEVELOPMENT,titulo,Sustainable Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?,,,,FALSE
7/31/2022,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,Minor Foundation for Major Challenges — Public Awareness on Climate Change,Programs and projects,Sustainable Development,,,,,,,https://unifor.no/stiftelser/the-minor-foundation-for-major-challenges/,"financiación a proyectos de comunicación que avanzan en la transición hacia una economía baja en carbono. Las propuestas deben centrarse en influir en la opinión pública, inspirar, cambiar actitudes, difundir información",,,,,,,,,,,,,EUROS,,10000,200,,,12-Aug-22,,,,#NAME?,,,,FALSE
03-04-21,TRUE,TRUE,publicar,publicar,Abierto,Abierto,Coastal and Marine Conservation,Programs and projects,Sustainable Development,Ocean and Marine Sciences,Biodiversity and Wildlife Conservation,Environmental sciences,Coastal Areas,Marine and coastal research,,https://lighthouse-foundation.org/en/Cooperation.html,"The Lighthouse Foundation promotes science and research, teaching, culture, and the principles of environmentalism and international development in relation to the world´s seas and oceans. Funded partners of the Lighthouse Foundation are conservation NGOs, community NGOs, universities and educational organizations, and government organizations. There is no application form.",,,Germany,Lighthouse Foundation,,,,,,,,,,,,,,year-round,Ongoing,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,publicar,#NAME?,#NAME?,UNESCO-Equatorial Guinea International Prize for Research in the Life Sciences,Prizes and Awards,,,,,,,,https://www.unesco.org/en/prizes/equatorial-guinea#apply,Ya están abiertas las candidaturas para el Premio Internacional UNESCO-Guinea Ecuatorial de Investigación en Ciencias de la Vida que premia los esfuerzos significativos de personas o instituciones a través de la investigación científica para mejorar la calidad de vida humana.,,,,,,,,,,,,,USD,,100000,500,,,15-nov-22,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,,,#NAME?,-1667,IMMANA Grants,Programs and projects,Agricultural and Biological Sciences,,Agriculture,Nutrition,Sustainable Development,Medicine and Health Sciences,,https://immana.lcirah.ac.uk/grants,"The IMMANA Competitive Research Grants are aimed at accelerating the development of innovative and interdisciplinary methods, metrics and tools to advance the scientific understanding of the linkages between agriculture and food systems and health and nutrition outcomes, in order to better inform policy and programmatic actions to improve nutrition outcomes in low and middle-income countries (LMICs). 

This workstream of the IMMANA programme is led by the London School of Hygiene & Tropical Medicine. This is the 4th and final funding round for the IMMANA grants. Each IMMANA grant will be a maximum of £250,000 and up to 8 grants (4 development and 4 validation) are expected to be awarded through a competitive selection process.",,,UK,IMMANA,worldwide,low and midle ome countries,,,,,,,LIBRAS,25k £ to 5 £ million,,,,single call,21-Jan-20,,,,21-Jan-20,,,,FALSE
08-02-22,FALSE,TRUE,,,#NAME?,-1629,Arrell Food Innovation Awards 2021,Prizes and Awards,Sustainable Development,food production,food security,,,,,https://arrellfoodinstitute.ca/wp-content/uploads/2020/11/Arrell-Food-Awards-Nomination-Instructions-2021.pdf,"The Arrell Food Prizes recognize global excellence in the broad area of food innovation and community
impact. In 2021, two awards will be given:
One award will recognize a researcher, or group of researchers, who has advanced understanding of food
production, processing, distribution, consumption, safety and/or human nutrition, with a significant positive
impact on society. Likely themes include: food science, the environmental impact of agriculture, crop or
livestock genetics, agro-ecology, soil health, food animal health and production, pest management, supply
chain management, food processing, food packaging, food safety, food consumption, human nutrition, food
retail/marketing.
The other award will recognize an individual, or group of individuals, who has contributed to improved
nutritional health and/or food security, with a focus on strengthening disadvantaged communities. Likely
themes include: food sovereignty, food production, food distribution/access, food insecurity, community
development and governance, household nutrition, urban poverty, Aboriginal food security, non-traditional
food systems, socioeconomic policy, empowerment of under-served communities, food and nutrition literacy","The individual or group being nominated will have made exceptionally significant and documented contributions to either our scientific understanding related to food production, distribution and sales, or human nutrition/consumption; and/or at the community level in markedly improving nutrition, including access to, or distribution of food. • The nomination package must clearly demonstrate how the individual or group being nominated played a critical leadership role in achieving the above noted contributions. • Nominees must be able to attend the award ceremony and ancillary events.",,,,worlwide,,,,,,,,USD,25.125 MIL USD,,,,single call,28-feb-20,,,,28-feb-20,,,,FALSE
3/24/2023,TRUE,TRUE,,,#NAME?,-1531,Capacity Building in Higher Education and Research for Development,Contract tender or cooperative agreement,Strategic Capacity Building,Academic collaboration,International cooperation,,Academic Institutional Management,,,https://norad.no/en/front/funding/norhed/,"The Fresno Chaffee Zoo Wildlife Conservation Fund makes grants for wildlife conservation and research that focuses on rare, threatened, and endangered animals and their habitats. The priority is for in-situ conservation projects. The principal investigator must be associated with a recognized institution (accredited zoo, academic institution, conservation or non-profit organization). ","Field studies and other projects that demonstrate a multi-disciplinary approach to biodiversity and ecosystem conservation, and projects that involve in-country collaborators receive the highest funding priority. Environmental education programs, development of techniques that can be used in a natural environment, and captive propagation programs that stress an integrative approach to conservation are also appropriate. Projects must directly affect biological conservation.

ELEGIBILITY: 

Applicants must be associated with an organization (e.g. NGO, university, etc.) through which s/he can receive funding. Organizations, not individuals, receive funding check. There are no eligibility restrictions on the nationality of the applicant.

Projects that have been funded by the SDCBF are eligible for a second year of funding. A second application must be submitted according to the application guidelines, along with a progress report from the first year of SDCBF funding.",,Norway,Norwegian Agency for Development Cooperation,,,,Institutions,,,,,,,US$2 thousand,to US$4 thousand.,,single call,05-jun-20,,,,05-jun-20,,,,FALSE
6/14/2020,FALSE,TRUE,,,#NAME?,-1435,Marie Skłodowska-Curie Individual Fellowships 2020,Research Stays,Miscellaneous,,,,,,,"https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/msca-if-2020;freeTextSearchKeyword=Marie%20Sklodowska-Curie%20Actions;typeCodes=0,1;statusCodes=31094501,31094502;programCode=null;programDivisionCode=null;f","In Europe's research program Horizon 2020, the Marie Skłodowska-Curie Individual Fellowships provide opportunities to acquire and transfer new knowledge and to work on research in a European context or outside Europe. The scheme particularly supports the return and re-integration of researchers from outside Europe who have previously worked there. It also develops or helps to re-start the careers of individual researchers that show great potential, considering their experience. Applicants in the EU; their overseas territories; countries associated to Horizon 2020; and most developing countries are eligible for consideration. The closing date for applications is 09 September 2020.",,Early and Mid-Career and Experienced Researchers,International,European Commission,,,,Individuals,,,,,,,,,,single call,09-Sep-20,,,,09-Sep-20,,,,FALSE
03-02-21,FALSE,TRUE,,,#NAME?,-1393,National Geographic request for proposals: AI for Earth Innovation,Programs and projects,"Mathematics, Statistics and Computer Sciences",Environmental sciences,Artificial Inteligence,Biodiversity and Wildlife Conservation,Climate Change,,,https://www.nationalgeographic.org/funding-opportunities/grants/what-we-fund/ai-earth-innovation/,"Funding for projects aiming to create and deploy Artificial Inteligence tools to improve the way we monitor, model, understand, and ultimately manage biodiversity and climate change risk",,,USA,National Geographic,worldwide,,"Inteligencia Artificial, Conservación de la Biodiversidad, Mitigacion del Cambio Climático",Individuals,,,,sin limite,,5k to 100k USD,5,100,,single call,21-oct-20,,,,21-oct-20,,,"To create and deploy AI tools to improve the way we monitor, model, understand, and ultimately manage biodiversity and climate change risk",FALSE
03-02-21,FALSE,TRUE,,,#NAME?,-1393,National Geographic request for proposals: Equity and the Natural World,Programs and projects,Environmental sciences,,,,,,,https://www.nationalgeographic.org/funding-opportunities/grants/what-we-fund/equity-and-natural-world/,"The National Geographic Society seeks projects that will document underrepresented communities that have traditionally been given less consideration in stories of the environmental movement. Proposals may focus on all aspects of local and traditional communities, e.g., land use issues; indigenous heroes; impacts of environmental degradation; climate-related migration, etc. Applicants must have strong track records as storytellers (journalists, photographers, videographers, cartographers). Applicants may request up to US$80 thousand. The deadline is 22 April 2020.","Ejemplos de tópicos posibles: 
Cuestiones de uso de la tierra y acceso a alimentos saludables
Los héroes locales e indígenas y el poder que aportan a la protección del mundo natural
Impactos de la degradación ambiental y la extracción de recursos en las comunidades locales
Repercusiones en la salud del acceso o la falta de acceso a los espacios verdes urbanos
Soluciones y formas en que los países con menos riqueza material están liderando la mitigación del uso del plástico o la contaminación
Examinando las complejas relaciones que muchas culturas tienen con la naturaleza
Las fuerzas relacionadas con el clima impulsan a las personas a migrar de sus hogares
Las comunidades rurales y su cambiante conexión y acceso a la naturaleza",,USA,National Geographic,worldwide,Poblaciones humanas en riesgo o vulnerables,"Conflicto y degradacion medioambiental, Comunidades vulnerables",Early Career and New Faculty Researchers,,,,Alrededor de 12 meses,,,,80000 USD,,single call,21-oct-20,,,,21-oct-20,,,To illuminate and document underrepresented communities that have traditionally been given less consideration in stories of the environmental movement.,FALSE
03-02-21,FALSE,FALSE,,,#NAME?,-1368,Bird Conservation in Asia,,,,,,,,,https://www.orientalbirdclub.org/applications/,"The OBC Conservation Fund makes grants for bird conservation in Asia. Grant-making priorities are projects that benefit globally threatened bird species; that conserve threatened bird habitats; and that are led by Asian residents. Small Conservation Awards are up to £1,500 for projects of 12-18 months, with applications before 31 March of each year. There is a special early deadline on 15 November for projects that have to begin before July. The OBC also considers special and emergency applications at any time.",,,UK,Oriental Bird Club,,,,,,,,,,,,,,single call,15-nov-20,,,,15-nov-20,,,,FALSE
11/25/2020,FALSE,TRUE,,,#NAME?,-1367,Atlantic Flyway Shorebird Initiative 2021 Request for Proposals,Research and publications,Agricultural and Biological Sciences,Biodiversity and Wildlife Conservation,Avian Biology,Shorebirds,Migrants,Oystercatcher,,https://www.nfwf.org/programs/atlantic-flyway-shorebird-initiative/atlantic-flyway-shorebird-initiative-2021-request-proposals,,,,,,,,,,,,,,,,,,,single call,16-nov-20,25-nov-20,,,16-nov-20,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,SOLICITATION ON TOPICS INFORMING NEW PROGRAM AREAS SBIR/STTR,Contract tender or cooperative agreement,Biochemistry Genetics and Molecular Biology,Environmental sciences,,,,,,https://www.mendeley.com/research-funding/opportunities/300110001,,,,,U.S. Department of Energy,,,,,,,,,,"Up to 3,610,000 USD with total funding of 49,500,000 USD",,,,,29-Sep-22,,,,#NAME?,,,,FALSE
08-02-22,TRUE,TRUE,#NAME?,,#NAME?,#NAME?,SOLICITATION ON TOPICS INFORMING NEW PROGRAM AREAS: Establishing validation sites for field-level emissions quantification of agricultural bioenergy feedstock production,Contract tender or cooperative agreement,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300128648,,,,,Advanced Research Projects Agency - Energy,,,,Commercial Organizations,,,Local or State Governments,,,"Up to 3,610,000 USD with total funding of 50,250,000 USD",,,,,29-Sep-22,,,,#NAME?,,,,FALSE
12/13/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,EUREKA Network projects applications (Abierto hasta 2025),Programs and projects,Miscellaneous,,,,,,,https://www.eurekanetwork.org/open-calls/network-projects-all-year,"Network projects is open for applications all year round. Access national funding for your international collaborative R&D projects using our simple flexible programme. Argentinian organisations participating in international R&D projects are eligible for funding through our Network projects and Globalstars programmes. If you are based in Argentina and seeking funding for an R&D project, your first point of contact is with the Secretariat of Government for Science, Technology and Productive Innovation (SGCTeIP). SGCTeIP supports Argentinian organisations interested in international collaboration giving them access to expertise and supporting their growth.",Argentina es pais miembro del consorcio,,,,,,,,,,,,,,,,,,01-Jan-20,31-Dec-20,,,#NAME?,,,,FALSE
03-02-21,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,AI for Earth grants,Research and publications / Equipment - Supplies or Facilities,Environmental sciences,Agriculture,BIODIVERSITY,CLIME,WATER,,,https://www.microsoft.com/en-us/ai/ai-for-earth-grants,"AI for Earth grants provide access to Microsoft resources to support projects that change the way people and organizations monitor, model, and manage Earth’s natural systems. Microsoft can support projects in two ways:",INTELIGENCIA ARTIFICIAL/SOFTWARE,NONE,USA,MICROSOFT,worldwide,none,,,,,,,,5-15 MIL US,,,,quarterly,04-Jan-20,05-Apr-20,05-jul-20,04-oct-20,#NAME?,,4/AÑO,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,William E. Tarrants Outstanding Safety Educator Award,Prizes and Awards,Chemical and Bio Engineering,,,,,,,https://www.mendeley.com/research-funding/opportunities/300059072,,,,,American Society of Safety Professionals,,,,Mid-Career and Experienced Researchers,,,,,,Not specified,,,,,06-Jan-20,,,,#NAME?,,,,FALSE
12-10-20,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Jacobs Foundation’s Research Fellowship Program,Fellowships scholarships or trainings,Education sciences,psychology,economics,sociology,medcial sciences,,,https://jacobsfoundation.spigit.com/2021applications/Page/About,"The Jacobs Foundation has launched Research Fellowship Program – a globally competitive fellowship program for early and mid-career researchers whose work is dedicated to improving the development, learning, and living conditions of children and youth.",,,,,researchers from any country.,,,,,,,,USD,150 MIL US,,,,yearly,11-Jan-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Chemical Engineering Division - CACHE Award for Excellence in Computing in Chemical Engineering Education,Prizes and Awards,Chemical and Bio Engineering,,,,,,,https://www.mendeley.com/research-funding/opportunities/300040562,,,,,American Society for Engineering Education,,,,,,,,,,Not specified,,,,,14-Jan-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Chemical Engineering Division - Lectureship award,Prizes and Awards,Chemical and Bio Engineering,,,,,,,https://www.mendeley.com/research-funding/opportunities/300040661,,,,,American Society for Engineering Education,,,,Mid-Career and Experienced Researchers,,,,,,Not specified,,,,,14-Jan-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Chemical Engineering Division - Ray W. Fahien Award,Prizes and Awards,Chemical and Bio Engineering,,,,,,,https://www.mendeley.com/research-funding/opportunities/300040563,,,,,American Society for Engineering Education,,,,Graduate Students,,,Undergraduate Students,,,Not specified,,,,,14-Jan-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Exposure SS Exposure SS Best Abstract,Research and publications,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300124651,,,,,Society of Toxicology,,,,,,,,,,Not specified,,,,,14-Jan-20,,,,#NAME?,,,,FALSE
4/13/2021,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,The Katharine M. Grosscup Scholarships in Horticulture,Fellowships scholarships or trainings,Agricultural and Biological Sciences,,,,,,,https://www.gcamerica.org/scholarships/details/s/katharine-m-grosscup-scholarships-in-horticulture,,,,,Garden Club of America,,,,Graduate Students,,,Undergraduate Students,,,"Up to 3,500 USD",,,,,14-Jan-20,,,,#NAME?,,,,FALSE
08-01-22,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,,Equipment/Supplies or Facilities,Agricultural and Biological Sciences,Biodiversity and Wildlife Conservation,"Biology, Ecology, and Behavior",Telemetry,Raptors,Bats,Field work,https://www.holohil.com/grant-program/,"Holohil Systems Ltd. supplies radio-tracking equipment and related services for wildlife research and management. Holohil manages a grant program to offer transmitters at a reduced or no cost for projects focusing on wildlife species of especially high research and/or conservation value. Holohil will contribute up to C$2,500 toward the purchase of transmitters, and it will pay all shipping charges. Eligibility to apply for the grants extends to conservation professionals and researchers anywhere in the world. Support is awarded four times a year. The remaining application deadlines are 15 July and 15 October 2020.",,"Los individuos o personas físicas, las organizaciones de una unica persona y las organizaciones gubernamentales no son elegibles para recibir financiamiento. ",Canada,Holohil Systems Ltd.,,,,Individuals,,,,,,,,,,quarterly,15-Jan-20,15-Apr-20,15-jul-20,15-oct-20,#NAME?,,,,FALSE
08-02-22,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,,Prizes and Awards,Agricultural and Biological Sciences,Environmental sciences,Plant Biology,,,,,,"The Eric E. Conn Young Investigator Award, first given by the Society in 2011, honors Eric E. Conn’s contributions in plant biology by recognizing young scientists who will be inspired to follow in his footsteps. The award recognizes not only outstanding research but also demonstrated excellence in outreach, public service, mentoring, or teaching by plant scientists at the beginning of their careers. This award is a monetary award made biennially for demonstrated commitment by a member of the Society who is generally not more than five years post-Ph.D. on January 1st of the year of the presentation. It also provides a one year membership to the Society. Breaks in careers will be considered when addressing the time limit of this award.",,,,American Society of Plant Biologists,,,"organizaciones internacionales públicas; instituciones de educación superior privadas, públicas o estatales ; y organizaciones o empresas con fines de lucro. ",Early Career and New Faculty Researchers,,,Mid-Career and Experienced Researchers,,,Not specified,,,,,15-Jan-20,19-Apr-20,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,,Programs and projects,Education,Agricultural and Biological Sciences,Environmental sciences,Plant Biology,,,,https://aspb-bloome.secure-platform.com/a/,,,,,,,,,,,,,,,,,,,semiannual,20-Jan-20,19-Apr-20,,,#NAME?,,,,FALSE
03-04-21,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Cuarta ronda del programa de becas de investigación competitiva IMMANA,Fellowships scholarships or trainings,Agricultural and Biological Sciences,Medicine and Health Sciences,,,,,,https://immana.lcirah.ac. reino unido / subvenciones,"Acelerar el desarrollo de métodos, métricas y herramientas innovadoras e interdisciplinarias para avanzar en la comprensión científica de los vínculos entre la agricultura y los sistemas alimentarios y los resultados de salud y nutrición, con el fin de informar mejor las políticas y acciones programáticas para mejorar resultados nutricionales en países de ingresos bajos y medianos ",,,UK,IMMANA,worldwide,low and midle ome countries,,,,,,,libras,2500000,,,,periodic,21-Jan-20,,,,#NAME?,,,,FALSE
12/13/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,"Food Safety SS Frank C. Lu Early Career Scientist Award, Food Safety Specialty Section",Prizes and Awards,Agricultural and Biological Sciences,,,,,,,https://www.toxicology.org/awards/sot/awards.aspx?AwardID=286,,,,,Society of Toxicology,,,,Early Career and New Faculty Researchers,,,,,,Up to 600 USD,,,,,26-Jan-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,POSTDOCTORAL FELLOWSHIP PROGRAM,Fellowships scholarships or trainings,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300034245,,,,,National Center for Atmospheric Research,,,,Mid-Career and Experienced Researchers,,,,,,Not specified,,,,,30-Jan-20,,,,#NAME?,,,,FALSE
12/13/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Junior Faculty Award on the Flora of New England,Prizes and Awards,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300113426,,,,,New England Botanical Club,,,,Early Career and New Faculty Researchers,,,Mid-Career and Experienced Researchers,,,"Up to 5,000 USD",,,,,31-Jan-20,,,,#NAME?,,,,FALSE
12/13/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Les Mehrhoff Botanical Research Award,Research and publications,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300111787,,,,,New England Botanical Club,,,,Graduate Students,,,Mid-Career and Experienced Researchers,,,"Up to 8,000 USD",,,,,31-Jan-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Peter Birkeland Soil Geomorphology Award,Research and publications,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300122114,,,,,Geological Society of America,,,,Graduate Students,,,,,,Not specified,,,,,31-Jan-20,,,,#NAME?,,,,FALSE
12/13/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,The Loy McCandless Marks Scholarship in Tropical Horticulture,Fellowships scholarships or trainings,Agricultural and Biological Sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300024393,,,,,Garden Club of America,,,,Graduate Students,,,Undergraduate Students,,,"Up to 5,000 USD",,,,,31-Jan-20,,,,#NAME?,,,,FALSE
6/22/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,,Programs and projects,Sustainable Development,Agriculture,Tourism,Fisheries,Ecosystem Services,Water quality and access,Forestry,https://tinker.org/institutional-grants-apply-page/,"Tinker's program of Institutional Grants supports the theme of sustainable resource management (among others) in Latin America. Particular issues of interest include sustainable agriculture, sustainable forestry and non-timber forest products, sustainable tourism, fisheries management, and payment for environmental services. Tinker is also very interested in issues of water scarcity and quality for communities. Past grants range from US$200 thousand to US$600 thousand. The Foundation encourages project collaboration among organizations in the USA and Latin America. Tinker invites brief letters of inquiry to the Foundation before proposals are prepared and submitted. The application deadlines for LOIs are 31 January and 31 July of each year.",,,USA,Tinker Foundation,,,,Non-profit Organizations,,,,,,,,200k to  600k,,semiannual,31-Jan-20,31-jul-20,,,#NAME?,,,,FALSE
